Time,Displacement,Force
"3.3400","1.1075","0.0158"
"3.3600","1.1142","0.0157"
"3.3800","1.1209","0.0160"
"3.4000","1.1275","0.0160"
"3.4200","1.1342","0.0159"
"3.4400","1.1409","0.0159"
"3.4600","1.1475","0.0160"
"3.4800","1.1542","0.0161"
"3.5000","1.1609","0.0162"
"3.5200","1.1675","0.0160"
"3.5400","1.1742","0.0161"
"3.5600","1.1809","0.0164"
"3.5800","1.1875","0.0163"
"3.6000","1.1942","0.0158"
"3.6200","1.2009","0.0166"
"3.6400","1.2076","0.0165"
"3.6600","1.2142","0.0161"
"3.6800","1.2209","0.0165"
"3.7000","1.2276","0.0163"
"3.7200","1.2342","0.0166"
"3.7400","1.2409","0.0166"
"3.7600","1.2475","0.0164"
"3.7800","1.2542","0.0167"
"3.8000","1.2609","0.0167"
"3.8200","1.2676","0.0167"
"3.8400","1.2742","0.0167"
"3.8600","1.2809","0.0167"
"3.8800","1.2875","0.0165"
"3.9000","1.2942","0.0171"
"3.9200","1.3008","0.0169"
"3.9400","1.3075","0.0170"
"3.9600","1.3142","0.0171"
"3.9800","1.3209","0.0169"
"4.0000","1.3275","0.0169"
"4.0200","1.3342","0.0172"
"4.0400","1.3409","0.0172"
"4.0600","1.3475","0.0170"
"4.0800","1.3542","0.0171"
"4.1000","1.3609","0.0172"
"4.1200","1.3676","0.0173"
"4.1400","1.3742","0.0172"
"4.1600","1.3809","0.0172"
"4.1800","1.3875","0.0174"
"4.2000","1.3942","0.0175"
"4.2200","1.4009","0.0174"
"4.2400","1.4076","0.0174"
"4.2600","1.4142","0.0175"
"4.2800","1.4209","0.0175"
"4.3000","1.4276","0.0174"
"4.3200","1.4342","0.0175"
"4.3400","1.4409","0.0177"
"4.3600","1.4475","0.0179"
"4.3800","1.4542","0.0178"
"4.4000","1.4609","0.0175"
"4.4200","1.4675","0.0179"
"4.4400","1.4742","0.0178"
"4.4600","1.4809","0.0177"
"4.4800","1.4875","0.0177"
"4.5000","1.4942","0.0179"
"4.5200","1.5009","0.0180"
"4.5400","1.5075","0.0180"
"4.5600","1.5142","0.0181"
"4.5800","1.5209","0.0181"
"4.6000","1.5276","0.0182"
"4.6200","1.5342","0.0180"
"4.6400","1.5409","0.0181"
"4.6600","1.5476","0.0181"
"4.6800","1.5542","0.0183"
"4.7000","1.5609","0.0182"
"4.7200","1.5676","0.0182"
"4.7400","1.5742","0.0184"
"4.7600","1.5809","0.0184"
"4.7800","1.5876","0.0185"
"4.8000","1.5942","0.0183"
"4.8200","1.6009","0.0184"
"4.8400","1.6075","0.0184"
"4.8600","1.6142","0.0185"
"4.8800","1.6209","0.0187"
"4.9000","1.6275","0.0187"
"4.9200","1.6342","0.0186"
"4.9400","1.6409","0.0185"
"4.9600","1.6475","0.0186"
"4.9800","1.6542","0.0189"
"5.0000","1.6609","0.0189"
"5.0200","1.6675","0.0185"
"5.0400","1.6742","0.0187"
"5.0600","1.6809","0.0189"
"5.0800","1.6875","0.0190"
"5.1000","1.6942","0.0189"
"5.1200","1.7009","0.0188"
"5.1400","1.7075","0.0191"
"5.1600","1.7142","0.0192"
"5.1800","1.7209","0.0189"
"5.2000","1.7276","0.0190"
"5.2200","1.7342","0.0189"
"5.2400","1.7409","0.0193"
"5.2600","1.7476","0.0193"
"5.2800","1.7542","0.0191"
"5.3000","1.7609","0.0195"
"5.3200","1.7676","0.0194"
"5.3400","1.7742","0.0193"
"5.3600","1.7809","0.0192"
"5.3800","1.7875","0.0195"
"5.4000","1.7942","0.0195"
"5.4200","1.8009","0.0193"
"5.4400","1.8075","0.0193"
"5.4600","1.8142","0.0196"
"5.4800","1.8209","0.0196"
"5.5000","1.8275","0.0195"
"5.5200","1.8342","0.0196"
"5.5400","1.8409","0.0198"
"5.5600","1.8476","0.0197"
"5.5800","1.8542","0.0196"
"5.6000","1.8609","0.0198"
"5.6200","1.8676","0.0198"
"5.6400","1.8742","0.0197"
"5.6600","1.8809","0.0199"
"5.6800","1.8875","0.0198"
"5.7000","1.8942","0.0201"
"5.7200","1.9009","0.0199"
"5.7400","1.9076","0.0199"
"5.7600","1.9142","0.0200"
"5.7800","1.9209","0.0200"
"5.8000","1.9275","0.0200"
"5.8200","1.9342","0.0201"
"5.8400","1.9408","0.0202"
"5.8600","1.9475","0.0204"
"5.8800","1.9542","0.0202"
"5.9000","1.9609","0.0199"
"5.9200","1.9676","0.0202"
"5.9400","1.9742","0.0203"
"5.9600","1.9809","0.0203"
"5.9800","1.9875","0.0204"
"6.0000","1.9942","0.0205"
"6.0200","2.0009","0.0205"
"6.0400","2.0076","0.0205"
"6.0600","2.0142","0.0205"
"6.0800","2.0209","0.0204"
"6.1000","2.0275","0.0207"
"6.1200","2.0342","0.0208"
"6.1400","2.0409","0.0206"
"6.1600","2.0476","0.0208"
"6.1800","2.0542","0.0208"
"6.2000","2.0609","0.0207"
"6.2200","2.0676","0.0208"
"6.2400","2.0742","0.0207"
"6.2600","2.0809","0.0211"
"6.2800","2.0875","0.0210"
"6.3000","2.0942","0.0209"
"6.3200","2.1009","0.0210"
"6.3400","2.1075","0.0212"
"6.3600","2.1142","0.0211"
"6.3800","2.1209","0.0211"
"6.4000","2.1275","0.0211"
"6.4200","2.1342","0.0211"
"6.4400","2.1409","0.0215"
"6.4600","2.1475","0.0212"
"6.4800","2.1542","0.0214"
"6.5000","2.1609","0.0216"
"6.5200","2.1676","0.0214"
"6.5400","2.1742","0.0214"
"6.5600","2.1809","0.0216"
"6.5800","2.1876","0.0218"
"6.6000","2.1942","0.0216"
"6.6200","2.2009","0.0215"
"6.6400","2.2076","0.0215"
"6.6600","2.2142","0.0219"
"6.6800","2.2209","0.0218"
"6.7000","2.2276","0.0216"
"6.7200","2.2342","0.0219"
"6.7400","2.2409","0.0220"
"6.7600","2.2475","0.0218"
"6.7800","2.2542","0.0219"
"6.8000","2.2609","0.0221"
"6.8200","2.2675","0.0222"
"6.8400","2.2742","0.0221"
"6.8600","2.2809","0.0220"
"6.8800","2.2875","0.0222"
"6.9000","2.2942","0.0223"
"6.9200","2.3009","0.0223"
"6.9400","2.3075","0.0224"
"6.9600","2.3142","0.0223"
"6.9800","2.3209","0.0224"
"7.0000","2.3275","0.0226"
"7.0200","2.3342","0.0224"
"7.0400","2.3409","0.0226"
"7.0600","2.3476","0.0227"
"7.0800","2.3542","0.0227"
"7.1000","2.3609","0.0226"
"7.1200","2.3676","0.0227"
"7.1400","2.3742","0.0229"
"7.1600","2.3809","0.0228"
"7.1800","2.3876","0.0228"
"7.2000","2.3942","0.0229"
"7.2200","2.4009","0.0232"
"7.2400","2.4076","0.0231"
"7.2600","2.4142","0.0229"
"7.2800","2.4209","0.0231"
"7.3000","2.4275","0.0232"
"7.3200","2.4342","0.0232"
"7.3400","2.4409","0.0231"
"7.3600","2.4475","0.0233"
"7.3800","2.4542","0.0234"
"7.4000","2.4609","0.0234"
"7.4200","2.4675","0.0233"
"7.4400","2.4742","0.0237"
"7.4600","2.4809","0.0238"
"7.4800","2.4876","0.0235"
"7.5000","2.4942","0.0235"
"7.5200","2.5009","0.0236"
"7.5400","2.5076","0.0238"
"7.5600","2.5142","0.0238"
"7.5800","2.5209","0.0236"
"7.6000","2.5276","0.0238"
"7.6200","2.5342","0.0241"
"7.6400","2.5409","0.0239"
"7.6600","2.5476","0.0239"
"7.6800","2.5542","0.0241"
"7.7000","2.5609","0.0241"
"7.7200","2.5675","0.0240"
"7.7400","2.5742","0.0243"
"7.7600","2.5809","0.0245"
"7.7800","2.5875","0.0246"
"7.8000","2.5942","0.0242"
"7.8200","2.6009","0.0243"
"7.8400","2.6076","0.0244"
"7.8600","2.6142","0.0245"
"7.8800","2.6209","0.0246"
"7.9000","2.6275","0.0245"
"7.9200","2.6342","0.0247"
"7.9400","2.6409","0.0249"
"7.9600","2.6476","0.0247"
"7.9800","2.6542","0.0246"
"8.0000","2.6609","0.0249"
"8.0200","2.6675","0.0249"
"8.0400","2.6742","0.0249"
"8.0600","2.6809","0.0249"
"8.0800","2.6875","0.0250"
"8.1000","2.6942","0.0252"
"8.1200","2.7009","0.0251"
"8.1400","2.7076","0.0251"
"8.1600","2.7142","0.0251"
"8.1800","2.7209","0.0254"
"8.2000","2.7275","0.0254"
"8.2200","2.7342","0.0254"
"8.2400","2.7409","0.0254"
"8.2600","2.7476","0.0256"
"8.2800","2.7542","0.0255"
"8.3000","2.7609","0.0254"
"8.3200","2.7675","0.0257"
"8.3400","2.7742","0.0258"
"8.3600","2.7809","0.0257"
"8.3800","2.7875","0.0259"
"8.4000","2.7942","0.0260"
"8.4200","2.8009","0.0260"
"8.4400","2.8076","0.0260"
"8.4600","2.8142","0.0260"
"8.4800","2.8209","0.0261"
"8.5000","2.8275","0.0264"
"8.5200","2.8342","0.0261"
"8.5400","2.8409","0.0262"
"8.5600","2.8475","0.0263"
"8.5800","2.8542","0.0264"
"8.6000","2.8609","0.0264"
"8.6200","2.8676","0.0264"
"8.6400","2.8742","0.0265"
"8.6600","2.8809","0.0268"
"8.6800","2.8875","0.0265"
"8.7000","2.8942","0.0268"
"8.7200","2.9009","0.0271"
"8.7400","2.9075","0.0270"
"8.7600","2.9142","0.0266"
"8.7800","2.9209","0.0269"
"8.8000","2.9275","0.0271"
"8.8200","2.9342","0.0269"
"8.8400","2.9409","0.0271"
"8.8600","2.9475","0.0270"
"8.8800","2.9542","0.0273"
"8.9000","2.9609","0.0273"
"8.9200","2.9675","0.0273"
"8.9400","2.9742","0.0272"
"8.9600","2.9809","0.0274"
"8.9800","2.9876","0.0275"
"9.0000","2.9942","0.0275"
"9.0200","3.0009","0.0275"
"9.0400","3.0076","0.0275"
"9.0600","3.0142","0.0281"
"9.0800","3.0209","0.0276"
"9.1000","3.0276","0.0277"
"9.1200","3.0342","0.0283"
"9.1400","3.0409","0.0279"
"9.1600","3.0476","0.0278"
"9.1800","3.0542","0.0281"
"9.2000","3.0609","0.0279"
"9.2200","3.0675","0.0284"
"9.2400","3.0742","0.0284"
"9.2600","3.0809","0.0282"
"9.2800","3.0875","0.0285"
"9.3000","3.0942","0.0284"
"9.3200","3.1009","0.0284"
"9.3400","3.1075","0.0287"
"9.3600","3.1142","0.0286"
"9.3800","3.1209","0.0286"
"9.4000","3.1276","0.0287"
"9.4200","3.1342","0.0287"
"9.4400","3.1409","0.0290"
"9.4600","3.1475","0.0289"
"9.4800","3.1542","0.0289"
"9.5000","3.1609","0.0290"
"9.5200","3.1675","0.0292"
"9.5400","3.1742","0.0292"
"9.5600","3.1809","0.0291"
"9.5800","3.1876","0.0293"
"9.6000","3.1942","0.0294"
"9.6200","3.2009","0.0295"
"9.6400","3.2075","0.0293"
"9.6600","3.2142","0.0297"
"9.6800","3.2208","0.0300"
"9.7000","3.2275","0.0299"
"9.7200","3.2342","0.0296"
"9.7400","3.2409","0.0297"
"9.7600","3.2476","0.0299"
"9.7800","3.2542","0.0299"
"9.8000","3.2609","0.0298"
"9.8200","3.2675","0.0299"
"9.8400","3.2742","0.0305"
"9.8600","3.2809","0.0303"
"9.8800","3.2875","0.0300"
"9.9000","3.2942","0.0303"
"9.9200","3.3009","0.0304"
"9.9400","3.3075","0.0305"
"9.9600","3.3142","0.0305"
"9.9800","3.3209","0.0306"
"10.0000","3.3275","0.0306"
"10.0200","3.3342","0.0308"
"10.0400","3.3409","0.0307"
"10.0600","3.3476","0.0308"
"10.0800","3.3542","0.0310"
"10.1000","3.3609","0.0310"
"10.1200","3.3675","0.0311"
"10.1400","3.3742","0.0311"
"10.1600","3.3809","0.0312"
"10.1800","3.3875","0.0312"
"10.2000","3.3942","0.0312"
"10.2200","3.4009","0.0313"
"10.2400","3.4075","0.0316"
"10.2600","3.4142","0.0315"
"10.2800","3.4208","0.0314"
"10.3000","3.4275","0.0318"
"10.3200","3.4342","0.0319"
"10.3400","3.4409","0.0315"
"10.3600","3.4476","0.0317"
"10.3800","3.4542","0.0318"
"10.4000","3.4609","0.0320"
"10.4200","3.4675","0.0321"
"10.4400","3.4742","0.0320"
"10.4600","3.4809","0.0321"
"10.4800","3.4875","0.0320"
"10.5000","3.4942","0.0325"
"10.5200","3.5009","0.0321"
"10.5400","3.5076","0.0322"
"10.5600","3.5142","0.0327"
"10.5800","3.5209","0.0325"
"10.6000","3.5275","0.0322"
"10.6200","3.5342","0.0329"
"10.6400","3.5409","0.0330"
"10.6600","3.5475","0.0328"
"10.6800","3.5542","0.0328"
"10.7000","3.5609","0.0327"
"10.7200","3.5676","0.0333"
"10.7400","3.5742","0.0332"
"10.7600","3.5809","0.0330"
"10.7800","3.5876","0.0334"
"10.8000","3.5942","0.0334"
"10.8200","3.6009","0.0335"
"10.8400","3.6075","0.0336"
"10.8600","3.6142","0.0336"
"10.8800","3.6209","0.0339"
"10.9000","3.6275","0.0339"
"10.9200","3.6342","0.0338"
"10.9400","3.6409","0.0341"
"10.9600","3.6475","0.0340"
"10.9800","3.6542","0.0340"
"11.0000","3.6609","0.0342"
"11.0200","3.6675","0.0344"
"11.0400","3.6742","0.0344"
"11.0600","3.6809","0.0345"
"11.0800","3.6875","0.0345"
"11.1000","3.6942","0.0344"
"11.1200","3.7009","0.0347"
"11.1400","3.7075","0.0347"
"11.1600","3.7142","0.0346"
"11.1800","3.7209","0.0349"
"11.2000","3.7275","0.0350"
"11.2200","3.7342","0.0349"
"11.2400","3.7409","0.0350"
"11.2600","3.7475","0.0351"
"11.2800","3.7542","0.0354"
"11.3000","3.7609","0.0352"
"11.3200","3.7676","0.0352"
"11.3400","3.7742","0.0354"
"11.3600","3.7809","0.0357"
"11.3800","3.7876","0.0354"
"11.4000","3.7942","0.0355"
"11.4200","3.8009","0.0357"
"11.4400","3.8075","0.0357"
"11.4600","3.8142","0.0360"
"11.4800","3.8209","0.0358"
"11.5000","3.8276","0.0359"
"11.5200","3.8342","0.0361"
"11.5400","3.8409","0.0360"
"11.5600","3.8475","0.0358"
"11.5800","3.8542","0.0363"
"11.6000","3.8608","0.0367"
"11.6200","3.8675","0.0364"
"11.6400","3.8742","0.0364"
"11.6600","3.8809","0.0366"
"11.6800","3.8875","0.0367"
"11.7000","3.8942","0.0367"
"11.7200","3.9009","0.0367"
"11.7400","3.9075","0.0370"
"11.7600","3.9142","0.0372"
"11.7800","3.9209","0.0371"
"11.8000","3.9276","0.0370"
"11.8200","3.9342","0.0372"
"11.8400","3.9409","0.0372"
"11.8600","3.9475","0.0374"
"11.8800","3.9542","0.0373"
"11.9000","3.9609","0.0375"
"11.9200","3.9676","0.0376"
"11.9400","3.9742","0.0375"
"11.9600","3.9809","0.0376"
"11.9800","3.9876","0.0378"
"12.0000","3.9942","0.0380"
"12.0200","4.0009","0.0381"
"12.0400","4.0075","0.0379"
"12.0600","4.0142","0.0383"
"12.0800","4.0209","0.0385"
"12.1000","4.0275","0.0384"
"12.1200","4.0342","0.0384"
"12.1400","4.0409","0.0386"
"12.1600","4.0475","0.0389"
"12.1800","4.0542","0.0389"
"12.2000","4.0609","0.0389"
"12.2200","4.0675","0.0391"
"12.2400","4.0742","0.0392"
"12.2600","4.0809","0.0392"
"12.2800","4.0875","0.0394"
"12.3000","4.0942","0.0394"
"12.3200","4.1009","0.0397"
"12.3400","4.1076","0.0398"
"12.3600","4.1142","0.0395"
"12.3800","4.1209","0.0398"
"12.4000","4.1276","0.0400"
"12.4200","4.1342","0.0400"
"12.4400","4.1409","0.0398"
"12.4600","4.1476","0.0403"
"12.4800","4.1542","0.0403"
"12.5000","4.1609","0.0400"
"12.5200","4.1675","0.0403"
"12.5400","4.1742","0.0405"
"12.5600","4.1809","0.0407"
"12.5800","4.1876","0.0406"
"12.6000","4.1942","0.0404"
"12.6200","4.2009","0.0406"
"12.6400","4.2075","0.0408"
"12.6600","4.2142","0.0408"
"12.6800","4.2209","0.0409"
"12.7000","4.2276","0.0410"
"12.7200","4.2342","0.0412"
"12.7400","4.2409","0.0412"
"12.7600","4.2475","0.0411"
"12.7800","4.2542","0.0416"
"12.8000","4.2609","0.0416"
"12.8200","4.2675","0.0414"
"12.8400","4.2742","0.0418"
"12.8600","4.2809","0.0418"
"12.8800","4.2875","0.0419"
"12.9000","4.2942","0.0419"
"12.9200","4.3009","0.0419"
"12.9400","4.3076","0.0424"
"12.9600","4.3142","0.0424"
"12.9800","4.3209","0.0424"
"13.0000","4.3276","0.0423"
"13.0200","4.3342","0.0425"
"13.0400","4.3409","0.0427"
"13.0600","4.3475","0.0428"
"13.0800","4.3542","0.0429"
"13.1000","4.3609","0.0429"
"13.1200","4.3675","0.0432"
"13.1400","4.3742","0.0431"
"13.1600","4.3809","0.0431"
"13.1800","4.3875","0.0434"
"13.2000","4.3942","0.0435"
"13.2200","4.4009","0.0433"
"13.2400","4.4075","0.0436"
"13.2600","4.4142","0.0436"
"13.2800","4.4209","0.0436"
"13.3000","4.4276","0.0438"
"13.3200","4.4342","0.0434"
"13.3400","4.4409","0.0440"
"13.3600","4.4475","0.0441"
"13.3800","4.4542","0.0438"
"13.4000","4.4609","0.0442"
"13.4200","4.4676","0.0444"
"13.4400","4.4742","0.0442"
"13.4600","4.4809","0.0444"
"13.4800","4.4875","0.0444"
"13.5000","4.4942","0.0447"
"13.5200","4.5009","0.0452"
"13.5400","4.5076","0.0448"
"13.5600","4.5142","0.0448"
"13.5800","4.5209","0.0451"
"13.6000","4.5275","0.0449"
"13.6200","4.5342","0.0450"
"13.6400","4.5409","0.0452"
"13.6600","4.5475","0.0454"
"13.6800","4.5542","0.0455"
"13.7000","4.5609","0.0453"
"13.7200","4.5676","0.0453"
"13.7400","4.5742","0.0456"
"13.7600","4.5809","0.0456"
"13.7800","4.5875","0.0454"
"13.8000","4.5942","0.0457"
"13.8200","4.6009","0.0460"
"13.8400","4.6076","0.0460"
"13.8600","4.6142","0.0458"
"13.8800","4.6209","0.0459"
"13.9000","4.6276","0.0462"
"13.9200","4.6342","0.0461"
"13.9400","4.6409","0.0463"
"13.9600","4.6475","0.0464"
"13.9800","4.6542","0.0465"
"14.0000","4.6609","0.0468"
"14.0200","4.6675","0.0466"
"14.0400","4.6742","0.0467"
"14.0600","4.6809","0.0468"
"14.0800","4.6875","0.0469"
"14.1000","4.6942","0.0469"
"14.1200","4.7009","0.0471"
"14.1400","4.7075","0.0472"
"14.1600","4.7142","0.0475"
"14.1800","4.7209","0.0473"
"14.2000","4.7276","0.0474"
"14.2200","4.7342","0.0478"
"14.2400","4.7409","0.0476"
"14.2600","4.7476","0.0478"
"14.2800","4.7542","0.0480"
"14.3000","4.7609","0.0480"
"14.3200","4.7676","0.0481"
"14.3400","4.7742","0.0482"
"14.3600","4.7809","0.0483"
"14.3800","4.7876","0.0487"
"14.4000","4.7942","0.0487"
"14.4200","4.8009","0.0483"
"14.4400","4.8075","0.0488"
"14.4600","4.8142","0.0492"
"14.4800","4.8209","0.0492"
"14.5000","4.8275","0.0491"
"14.5200","4.8342","0.0490"
"14.5400","4.8409","0.0496"
"14.5600","4.8475","0.0497"
"14.5800","4.8542","0.0495"
"14.6000","4.8609","0.0499"
"14.6200","4.8675","0.0501"
"14.6400","4.8742","0.0502"
"14.6600","4.8809","0.0501"
"14.6800","4.8875","0.0502"
"14.7000","4.8942","0.0505"
"14.7200","4.9009","0.0508"
"14.7400","4.9075","0.0506"
"14.7600","4.9142","0.0508"
"14.7800","4.9209","0.0511"
"14.8000","4.9275","0.0508"
"14.8200","4.9342","0.0510"
"14.8400","4.9409","0.0511"
"14.8600","4.9476","0.0513"
"14.8800","4.9542","0.0514"
"14.9000","4.9609","0.0514"
"14.9200","4.9676","0.0514"
"14.9400","4.9742","0.0518"
"14.9600","4.9809","0.0519"
"14.9800","4.9875","0.0517"
"15.0000","4.9942","0.0522"
"15.0200","5.0009","0.0521"
"15.0400","5.0075","0.0520"
"15.0600","5.0142","0.0524"
"15.0800","5.0209","0.0523"
"15.1000","5.0275","0.0527"
"15.1200","5.0342","0.0529"
"15.1400","5.0409","0.0525"
"15.1600","5.0475","0.0531"
"15.1800","5.0542","0.0532"
"15.2000","5.0609","0.0530"
"15.2200","5.0676","0.0533"
"15.2400","5.0742","0.0532"
"15.2600","5.0809","0.0535"
"15.2800","5.0876","0.0537"
"15.3000","5.0942","0.0533"
"15.3200","5.1009","0.0537"
"15.3400","5.1076","0.0540"
"15.3600","5.1142","0.0536"
"15.3800","5.1209","0.0538"
"15.4000","5.1275","0.0537"
"15.4200","5.1342","0.0542"
"15.4400","5.1409","0.0545"
"15.4600","5.1475","0.0540"
"15.4800","5.1542","0.0542"
"15.5000","5.1609","0.0545"
"15.5200","5.1676","0.0545"
"15.5400","5.1742","0.0544"
"15.5600","5.1809","0.0547"
"15.5800","5.1875","0.0548"
"15.6000","5.1942","0.0551"
"15.6200","5.2009","0.0550"
"15.6400","5.2075","0.0549"
"15.6600","5.2142","0.0554"
"15.6800","5.2209","0.0551"
"15.7000","5.2275","0.0552"
"15.7200","5.2342","0.0557"
"15.7400","5.2409","0.0557"
"15.7600","5.2475","0.0555"
"15.7800","5.2542","0.0559"
"15.8000","5.2609","0.0559"
"15.8200","5.2676","0.0561"
"15.8400","5.2742","0.0561"
"15.8600","5.2809","0.0559"
"15.8800","5.2876","0.0564"
"15.9000","5.2942","0.0563"
"15.9200","5.3009","0.0566"
"15.9400","5.3076","0.0566"
"15.9600","5.3142","0.0566"
"15.9800","5.3209","0.0569"
"16.0000","5.3275","0.0567"
"16.0200","5.3342","0.0567"
"16.0400","5.3409","0.0572"
"16.0600","5.3475","0.0572"
"16.0800","5.3542","0.0570"
"16.1000","5.3609","0.0575"
"16.1200","5.3676","0.0574"
"16.1400","5.3742","0.0574"
"16.1600","5.3809","0.0576"
"16.1800","5.3875","0.0575"
"16.2000","5.3942","0.0577"
"16.2200","5.4009","0.0580"
"16.2400","5.4076","0.0578"
"16.2600","5.4142","0.0580"
"16.2800","5.4209","0.0581"
"16.3000","5.4276","0.0583"
"16.3200","5.4342","0.0585"
"16.3400","5.4409","0.0583"
"16.3600","5.4475","0.0582"
"16.3800","5.4541","0.0592"
"16.4000","5.4609","0.0590"
